"","Pharmaceutical","DTXSID","TOXVAL_TYPE","TOXVAL_NUMERIC","TOXVAL_UNITS","SPECIES_COMMON","SPECIES_SUPERCATEGORY","Molar_Mass"
"543","ethinyl estradiol","DTXSID5020576","NOEC",0.011933,"ug/L","Fathead Minnow","Fish",296.41
"544","ethinyl estradiol","DTXSID5020576","NOEC",0.012,"ug/L","Fathead Minnow","Fish",296.41
"545","ethinyl estradiol","DTXSID5020576","NOEC",0.0121,"ug/L","Fathead Minnow","Fish",296.41
"546","ethinyl estradiol","DTXSID5020576","NOEC",0.015,"ug/L","Lake Trout, Siscowet","Fish",296.41
"547","ethinyl estradiol","DTXSID5020576","NOEC",0.0155,"ug/L","Fathead Minnow","Fish",296.41
"548","ethinyl estradiol","DTXSID5020576","NOEC",0.0156,"ug/L","Rainbow Trout","Fish",296.41
"549","ethinyl estradiol","DTXSID5020576","NOEC",0.01623,"ug/L","Nile Tilapia","Fish",296.41
"550","ethinyl estradiol","DTXSID5020576","NOEC",0.02259,"ug/L","Goldfish","Fish",296.41
"551","ethinyl estradiol","DTXSID5020576","NOEC",0.023,"ug/L","Zebra Danio","Fish",296.41
"552","ethinyl estradiol","DTXSID5020576","NOEC",0.025,"ug/L","Zebra Danio","Fish",296.41
"553","ethinyl estradiol","DTXSID5020576","NOEC",0.0264,"ug/L","Zebra Danio","Fish",296.41
"554","ethinyl estradiol","DTXSID5020576","NOEC",0.02655,"ug/L","Shortsnouted Pipefish","Fish",296.41
"555","ethinyl estradiol","DTXSID5020576","NOEC",0.0266768,"ug/L","Frog","Amphibians",296.41
"556","ethinyl estradiol","DTXSID5020576","NOEC",0.0277,"ug/L","Threespine Stickleback","Fish",296.41
"557","ethinyl estradiol","DTXSID5020576","NOEC",5e-05,"ug/L","Zebra Danio","Fish",296.41
"558","ethinyl estradiol","DTXSID5020576","NOEC",0.0285,"ug/L","Roach","Fish",296.41
"559","ethinyl estradiol","DTXSID5020576","NOEC",0.0296409,"ug/L","African Clawed Frog","Amphibians",296.41
"560","ethinyl estradiol","DTXSID5020576","NOEC",0.03,"ug/L","Zebra Danio","Fish",296.41
"561","ethinyl estradiol","DTXSID5020576","NOEC",0.0326,"ug/L","Japanese Medaka","Fish",296.41
"562","ethinyl estradiol","DTXSID5020576","NOEC",0.0468,"ug/L","Fathead Minnow","Fish",296.41
"563","ethinyl estradiol","DTXSID5020576","NOEC",0.0473,"ug/L","Zebra Danio","Fish",296.41
"564","ethinyl estradiol","DTXSID5020576","NOEC",0.05,"ug/L","Zebra Danio","Fish",296.41
"565","ethinyl estradiol","DTXSID5020576","NOEC",0.05583,"ug/L","Chinese Rare Minnow","Fish",296.41
"566","ethinyl estradiol","DTXSID5020576","NOEC",0.061,"ug/L","Frog","Amphibians",296.41
"567","ethinyl estradiol","DTXSID5020576","NOEC",0.0679,"ug/L","Mummichog","Fish",296.41
"568","ethinyl estradiol","DTXSID5020576","NOEC",0.0789,"ug/L","Threespine Stickleback","Fish",296.41
"569","ethinyl estradiol","DTXSID5020576","NOEC",0.083,"ug/L","Fathead Minnow","Fish",296.41
"570","ethinyl estradiol","DTXSID5020576","NOEC",0.0948,"ug/L","Japanese Medaka","Fish",296.41
"571","ethinyl estradiol","DTXSID5020576","NOEC",0.1,"ug/L","Crimson-Spotted Rainbowfish","Fish",296.41
"572","ethinyl estradiol","DTXSID5020576","NOEC",0.102,"ug/L","Rainbow Trout","Fish",296.41
"573","ethinyl estradiol","DTXSID5020576","NOEC",0.109,"ug/L","Sheepshead Minnow","Fish",296.41
"574","ethinyl estradiol","DTXSID5020576","NOEC",0.115,"ug/L","Frog","Amphibians",296.41
"575","ethinyl estradiol","DTXSID5020576","NOEC",0.15,"ug/L","Zebra Danio","Fish",296.41
"576","ethinyl estradiol","DTXSID5020576","NOEC",0.216,"ug/L","Japanese Medaka","Fish",296.41
"577","ethinyl estradiol","DTXSID5020576","NOEC",0.2479,"ug/L","Mummichog","Fish",296.41
"578","ethinyl estradiol","DTXSID5020576","NOEC",0.261,"ug/L","Japanese Medaka","Fish",296.41
"579","ethinyl estradiol","DTXSID5020576","NOEC",0.373,"ug/L","Lake Trout, Siscowet","Fish",296.41
"580","ethinyl estradiol","DTXSID5020576","NOEC",0.473,"ug/L","Japanese Medaka","Fish",296.41
"581","ethinyl estradiol","DTXSID5020576","NOEC",0.48,"ug/L","Japanese Medaka","Fish",296.41
"582","ethinyl estradiol","DTXSID5020576","NOEC",0.5,"ug/L","Japanese Medaka","Fish",296.41
"583","ethinyl estradiol","DTXSID5020576","NOEC",0.522,"ug/L","Japanese Medaka","Fish",296.41
"584","ethinyl estradiol","DTXSID5020576","NOEC",1,"ug/L","Yellow Catfish","Fish",296.41
"585","ethinyl estradiol","DTXSID5020576","NOEC",1.08,"ug/L","Wood Frog","Amphibians",296.41
"586","ethinyl estradiol","DTXSID5020576","NOEC",1.60061,"ug/L","Clawed Frog","Amphibians",296.41
"587","ethinyl estradiol","DTXSID5020576","NOEC",2.96409,"ug/L","Zebra Danio","Fish",296.41
"588","ethinyl estradiol","DTXSID5020576","NOEC",5,"ug/L","Zebra Danio","Fish",296.41
"589","ethinyl estradiol","DTXSID5020576","NOEC",10,"ug/L","Zebra Danio","Fish",296.41
"590","ethinyl estradiol","DTXSID5020576","NOEC",19.0384,"ug/L","Clawed Frog","Amphibians",296.41
"591","ethinyl estradiol","DTXSID5020576","NOEC",19.25,"ug/L","Brown Trout","Fish",296.41
"592","ethinyl estradiol","DTXSID5020576","NOEC",5e-05,"ug/L","Zebra Danio","Fish",296.41
"593","ethinyl estradiol","DTXSID5020576","NOEC",29.6409,"ug/L","Zebra Danio","Fish",296.41
"594","ethinyl estradiol","DTXSID5020576","NOEC",80.9,"ug/L","Wood Frog","Amphibians",296.41
"595","ethinyl estradiol","DTXSID5020576","NOEC",100,"ug/L","Fathead Minnow","Fish",296.41
"596","ethinyl estradiol","DTXSID5020576","NOEC",202,"ug/L","Fathead Minnow","Fish",296.41
"597","ethinyl estradiol","DTXSID5020576","NOEC",9e-05,"ug/L","Zebra Danio","Fish",296.41
"598","ethinyl estradiol","DTXSID5020576","NOEC",296.409,"ug/L","Zebra Danio","Fish",296.41
"599","ethinyl estradiol","DTXSID5020576","NOEC",0.025,"ug/L","Zebra Danio","Fish",296.41
"600","ethinyl estradiol","DTXSID5020576","NOEC",2e-04,"ug/L","Japanese Medaka","Fish",296.41
"601","ethinyl estradiol","DTXSID5020576","NOEC",5e-04,"ug/L","Zebra Danio","Fish",296.41
"602","ethinyl estradiol","DTXSID5020576","NOEC",6e-04,"ug/L","Chinese Rare Minnow","Fish",296.41
"603","ethinyl estradiol","DTXSID5020576","NOEC",0.00085,"ug/L","Zebra Danio","Fish",296.41
"604","ethinyl estradiol","DTXSID5020576","NOEC",0.001,"ug/L","Indian Medaka","Fish",296.41
"605","ethinyl estradiol","DTXSID5020576","NOEC",1.63,"ug/L","Rainbow Trout","Fish",296.41
"606","ethinyl estradiol","DTXSID5020576","NOEC",0.002,"ug/L","Zebra Danio","Fish",296.41
"607","ethinyl estradiol","DTXSID5020576","NOEC",2.5,"ug/L","Rainbow Trout","Fish",296.41
"608","ethinyl estradiol","DTXSID5020576","NOEC",0.00296409,"ug/L","Chinese Rare Minnow","Fish",296.41
"609","ethinyl estradiol","DTXSID5020576","NOEC",0.003,"ug/L","Fathead Minnow","Fish",296.41
"610","ethinyl estradiol","DTXSID5020576","NOEC",0.005,"ug/L","Atlantic Salmon","Fish",296.41
"611","ethinyl estradiol","DTXSID5020576","NOEC",0.01,"ug/L","Zebra Danio","Fish",296.41
"612","ethinyl estradiol","DTXSID5020576","NOEC",0.0155,"ug/L","Fathead Minnow","Fish",296.41
"613","ethinyl estradiol","DTXSID5020576","NOEC",0.02,"ug/L","Fathead Minnow","Fish",296.41
"614","ethinyl estradiol","DTXSID5020576","NOEC",0.025,"ug/L","Zebra Danio","Fish",296.41
"615","ethinyl estradiol","DTXSID5020576","NOEC",0.02964,"ug/L","African Clawed Frog","Amphibians",296.41
"616","ethinyl estradiol","DTXSID5020576","NOEC",0.0296409,"ug/L","Chinese Rare Minnow","Fish",296.41
"617","ethinyl estradiol","DTXSID5020576","NOEC",0.032,"ug/L","Fathead Minnow","Fish",296.41
"618","ethinyl estradiol","DTXSID5020576","NOEC",0.04,"ug/L","Fathead Minnow","Fish",296.41
"619","ethinyl estradiol","DTXSID5020576","NOEC",0.05,"ug/L","Atlantic Salmon","Fish",296.41
"620","ethinyl estradiol","DTXSID5020576","NOEC",0.065,"ug/L","Rainbow Trout","Fish",296.41
"621","ethinyl estradiol","DTXSID5020576","NOEC",0.1,"ug/L","Zebra Danio","Fish",296.41
"622","ethinyl estradiol","DTXSID5020576","NOEC",0.115,"ug/L","Frog","Amphibians",296.41
"623","ethinyl estradiol","DTXSID5020576","NOEC",1e-04,"ug/L","Fathead Minnow","Fish",296.41
"624","ethinyl estradiol","DTXSID5020576","NOEC",0.125,"ug/L","Chinese Rare Minnow","Fish",296.41
"625","ethinyl estradiol","DTXSID5020576","NOEC",163,"ug/L","Rainbow Trout","Fish",296.41
"626","ethinyl estradiol","DTXSID5020576","NOEC",0.2,"ug/L","Guppy","Fish",296.41
"627","ethinyl estradiol","DTXSID5020576","NOEC",0.25,"ug/L","Mummichog","Fish",296.41
"628","ethinyl estradiol","DTXSID5020576","NOEC",0.296409,"ug/L","Chinese Rare Minnow","Fish",296.41
"629","ethinyl estradiol","DTXSID5020576","NOEC",0.9989,"ug/L","Zebra Danio","Fish",296.41
"630","ethinyl estradiol","DTXSID5020576","NOEC",1000,"ug/L","Senagales Sole","Fish",296.41
"631","ethinyl estradiol","DTXSID5020576","NOEC",0.00016,"ug/L","Fathead Minnow","Fish",296.41
"632","ethinyl estradiol","DTXSID5020576","NOEC",1.48205,"ug/L","Western Mosquitofish","Fish",296.41
"633","ethinyl estradiol","DTXSID5020576","NOEC",2.96409,"ug/L","African Clawed Frog","Amphibians",296.41
"634","ethinyl estradiol","DTXSID5020576","NOEC",5000,"ug/L","Atlantic Cod","Fish",296.41
"635","ethinyl estradiol","DTXSID5020576","NOEC",10,"ug/L","Wood Frog","Amphibians",296.41
"636","ethinyl estradiol","DTXSID5020576","NOEC",29.6409,"ug/L","Clawed Frog","Amphibians",296.41
"637","ethinyl estradiol","DTXSID5020576","NOEC",50,"ug/L","Guppy","Fish",296.41
"638","ethinyl estradiol","DTXSID5020576","NOEC",51.38,"ug/L","Zambezi Barbel","Fish",296.41
"639","ethinyl estradiol","DTXSID5020576","NOEC",125000,"ug/L","Nile Tilapia","Fish",296.41
"640","ethinyl estradiol","DTXSID5020576","NOEC",296.409,"ug/L","Brown Trout","Fish",296.41
"641","ethinyl estradiol","DTXSID5020576","NOEC",400,"ug/L","Chinook Salmon","Fish",296.41
"642","ethinyl estradiol","DTXSID5020576","NOEC",800,"ug/L","Zebra Danio","Fish",296.41
"643","ethinyl estradiol","DTXSID5020576","NOEC",1000,"ug/L","Zebra Danio","Fish",296.41
"644","ethinyl estradiol","DTXSID5020576","NOEC",1100,"ug/L","Japanese Medaka","Fish",296.41
"645","ethinyl estradiol","DTXSID5020576","NOEC",2371.28,"ug/L","Bullfrog","Amphibians",296.41
"646","ethinyl estradiol","DTXSID5020576","NOEC",2964.09,"ug/L","Atlantic Cod","Fish",296.41
"647","ethinyl estradiol","DTXSID5020576","NOEC",296409,"ug/L","Common Carp","Fish",296.41
"648","ethinyl estradiol","DTXSID5020576","NOEC",0.00018,"ug/L","Chinese Rare Minnow","Fish",296.41
"649","ethinyl estradiol","DTXSID5020576","NOEC",3e-04,"ug/L","Zebra Danio","Fish",296.41
"650","ethinyl estradiol","DTXSID5020576","NOEC",0.00031,"ug/L","Zebra Danio","Fish",296.41
"651","ethinyl estradiol","DTXSID5020576","NOEC",0.00036,"ug/L","Zebra Danio","Fish",296.41
"652","ethinyl estradiol","DTXSID5020576","NOEC",4e-04,"ug/L","Zebra Danio","Fish",296.41
"653","ethinyl estradiol","DTXSID5020576","NOEC",0.00048,"ug/L","Fathead Minnow","Fish",296.41
"654","ethinyl estradiol","DTXSID5020576","NOEC",0.0045,"ug/L","Zebra Danio","Fish",296.41
"655","ethinyl estradiol","DTXSID5020576","NOEC",0.005,"ug/L","Japanese Medaka","Fish",296.41
"656","ethinyl estradiol","DTXSID5020576","NOEC",0.00558,"ug/L","Zebra Danio","Fish",296.41
"657","ethinyl estradiol","DTXSID5020576","NOEC",0.0078,"ug/L","Zebra Danio","Fish",296.41
"658","ethinyl estradiol","DTXSID5020576","NOEC",0.0081,"ug/L","Fathead Minnow","Fish",296.41
"659","ethinyl estradiol","DTXSID5020576","NOEC",0.0082,"ug/L","Threespine Stickleback","Fish",296.41
"660","ethinyl estradiol","DTXSID5020576","NOEC",0.00836,"ug/L","Zebra Danio","Fish",296.41
"661","ethinyl estradiol","DTXSID5020576","NOEC",0.0093,"ug/L","Zebra Danio","Fish",296.41
"662","ethinyl estradiol","DTXSID5020576","NOEC",0.01,"ug/L","Fathead Minnow","Fish",296.41
"663","ethinyl estradiol","DTXSID5020576","NOEC",0.0106,"ug/L","Zebra Danio","Fish",296.41
"664","ethinyl estradiol","DTXSID5020576","NOEC",0.012,"ug/L","Fathead Minnow","Fish",296.41
"665","ethinyl estradiol","DTXSID5020576","NOEC",0.0121,"ug/L","Fathead Minnow","Fish",296.41
"666","ethinyl estradiol","DTXSID5020576","NOEC",0.0155,"ug/L","Fathead Minnow","Fish",296.41
"667","ethinyl estradiol","DTXSID5020576","NOEC",0.0156,"ug/L","Rainbow Trout","Fish",296.41
"668","ethinyl estradiol","DTXSID5020576","NOEC",0.0162,"ug/L","Nile Tilapia","Fish",296.41
"669","ethinyl estradiol","DTXSID5020576","NOEC",0.02,"ug/L","Rainbow Darter","Fish",296.41
"670","ethinyl estradiol","DTXSID5020576","NOEC",0.023,"ug/L","Zebra Danio","Fish",296.41
"671","ethinyl estradiol","DTXSID5020576","NOEC",0.0277,"ug/L","Threespine Stickleback","Fish",296.41
"672","ethinyl estradiol","DTXSID5020576","NOEC",0.032,"ug/L","Fathead Minnow","Fish",296.41
"673","ethinyl estradiol","DTXSID5020576","NOEC",0.04,"ug/L","Fathead Minnow","Fish",296.41
"674","ethinyl estradiol","DTXSID5020576","NOEC",0.05,"ug/L","Fathead Minnow","Fish",296.41
"675","ethinyl estradiol","DTXSID5020576","NOEC",0.0547,"ug/L","Rainbow Trout","Fish",296.41
"676","ethinyl estradiol","DTXSID5020576","NOEC",0.0948,"ug/L","Japanese Medaka","Fish",296.41
"677","ethinyl estradiol","DTXSID5020576","NOEC",0.216,"ug/L","Japanese Medaka","Fish",296.41
"678","ethinyl estradiol","DTXSID5020576","NOEC",0.373,"ug/L","Lake Trout, Siscowet","Fish",296.41
"679","ethinyl estradiol","DTXSID5020576","NOEC",0.48,"ug/L","Japanese Medaka","Fish",296.41
"680","ethinyl estradiol","DTXSID5020576","NOEC",0.5,"ug/L","Japanese Medaka","Fish",296.41
"681","ethinyl estradiol","DTXSID5020576","NOEC",1,"ug/L","Yellow Catfish","Fish",296.41
"682","ethinyl estradiol","DTXSID5020576","NOEC",2,"ug/L","Guppy","Fish",296.41
"683","ethinyl estradiol","DTXSID5020576","NOEC",19.25,"ug/L","Brown Trout","Fish",296.41
"684","tamoxifen","DTXSID1034187","NOEC",10,"ug/L","Mangrove Rivulus","Fish",371.524
"685","tamoxifen","DTXSID1034187","NOEC",2.5,"ug/L","Zebra Danio","Fish",371.524
"686","tamoxifen","DTXSID1034187","NOEC",10000,"ug/L","Japanese Medaka","Fish",371.524
"687","tamoxifen","DTXSID1034187","NOEC",500,"ug/L","Cherry Salmon","Fish",371.524
"688","tamoxifen","DTXSID1034187","NOEC",1000,"ug/L","Goby","Fish",371.524
"689","tamoxifen","DTXSID1034187","NOEC",3.71522,"ug/L","Zebra Danio","Fish",371.524
"690","tamoxifen","DTXSID1034187","NOEC",10,"ug/L","Mangrove Rivulus","Fish",371.524
"691","tamoxifen","DTXSID1034187","NOEC",25000,"ug/L","Southern Catfish","Fish",371.524
"692","tamoxifen","DTXSID1034187","NOEC",37.15,"ug/L","African Clawed Frog","Amphibians",371.524
"693","tamoxifen","DTXSID1034187","NOEC",37.1522,"ug/L","African Clawed Frog","Amphibians",371.524
"694","tamoxifen","DTXSID1034187","NOEC",100,"ug/L","Pejerrey","Fish",371.524
"695","tamoxifen","DTXSID1034187","NOEC",371.522,"ug/L","Channel Catfish","Fish",371.524
"696","tamoxifen","DTXSID1034187","NOEC",18576.1,"ug/L","Silver Salmon","Fish",371.524
"697","norethindrone","DTXSID9023380","NOEC",1.5,"ug/L","Fathead Minnow","Fish",298.426
"698","norethindrone","DTXSID9023380","NOEC",0.007,"ug/L","Zebra Danio","Fish",298.426
"699","norethindrone","DTXSID9023380","NOEC",0.084,"ug/L","Zebra Danio","Fish",298.426
"700","norethindrone","DTXSID9023380","NOEC",0.37,"ug/L","Fathead Minnow","Fish",298.426
"701","norethindrone","DTXSID9023380","NOEC",0.81,"ug/L","Zebra Danio","Fish",298.426
"702","norethindrone","DTXSID9023380","NOEC",1.5,"ug/L","Fathead Minnow","Fish",298.426
"703","norethindrone","DTXSID9023380","NOEC",35.4,"ug/L","Fathead Minnow","Fish",298.426
"704","norethindrone","DTXSID9023380","NOEC",82.5,"ug/L","Channel Catfish","Fish",298.426
"705","norethindrone","DTXSID9023380","NOEC",100,"ug/L","Rainbow Trout","Fish",298.426
"706","norethindrone","DTXSID9023380","NOEC",0.37,"ug/L","Fathead Minnow","Fish",298.426
"707","dexamethasone","DTXSID3020384","NOEC",42.7,"ug/L","Fathead Minnow","Fish",392.467
"708","dexamethasone","DTXSID3020384","NOEC",43.4,"ug/L","Fathead Minnow","Fish",392.467
"709","dexamethasone","DTXSID3020384","NOEC",254,"ug/L","Fathead Minnow","Fish",392.467
"710","dexamethasone","DTXSID3020384","NOEC",424,"ug/L","Fathead Minnow","Fish",392.467
"711","dexamethasone","DTXSID3020384","NOEC",469,"ug/L","Fathead Minnow","Fish",392.467
"712","dexamethasone","DTXSID3020384","NOEC",1160,"ug/L","Fathead Minnow","Fish",392.467
"713","dexamethasone","DTXSID3020384","NOEC",1e+05,"ug/L","Zebra Danio","Fish",392.467
"714","dexamethasone","DTXSID3020384","NOEC",100,"ug/L","Mexican Axolotl","Amphibians",392.467
"715","dexamethasone","DTXSID3020384","NOEC",250,"ug/L","Mexican Axolotl","Amphibians",392.467
"716","dexamethasone","DTXSID3020384","NOEC",500,"ug/L","Mexican Axolotl","Amphibians",392.467
"717","dexamethasone","DTXSID3020384","NOEC",500,"ug/L","Dogfish","Fish",392.467
"718","dexamethasone","DTXSID3020384","NOEC",550,"ug/L","Channel Catfish","Fish",392.467
"719","dexamethasone","DTXSID3020384","NOEC",1000,"ug/L","Bullfrog","Amphibians",392.467
"720","dexamethasone","DTXSID3020384","NOEC",2000,"ug/L","Rainbow Trout","Fish",392.467
"721","dexamethasone","DTXSID3020384","NOEC",3.92468,"ug/L","African Clawed Frog","Amphibians",392.467
"722","dexamethasone","DTXSID3020384","NOEC",10000,"ug/L","Goldlined Sunbream","Fish",392.467
"723","dexamethasone","DTXSID3020384","NOEC",39,"ug/L","Japanese Medaka","Fish",392.467
"724","dexamethasone","DTXSID3020384","NOEC",39.2468,"ug/L","African Clawed Frog","Amphibians",392.467
"725","dexamethasone","DTXSID3020384","NOEC",50000,"ug/L","Rainbow Trout","Fish",392.467
"726","dexamethasone","DTXSID3020384","NOEC",1e+05,"ug/L","Rainbow Trout","Fish",392.467
"727","dexamethasone","DTXSID3020384","NOEC",42.7,"ug/L","Fathead Minnow","Fish",392.467
"728","dexamethasone","DTXSID3020384","NOEC",150000,"ug/L","Mozambique Tilapia","Fish",392.467
"729","dexamethasone","DTXSID3020384","NOEC",196.234,"ug/L","African Clawed Frog","Amphibians",392.467
"730","dexamethasone","DTXSID3020384","NOEC",2e+05,"ug/L","Channel Catfish","Fish",392.467
"731","dexamethasone","DTXSID3020384","NOEC",3e+05,"ug/L","Rainbow Trout","Fish",392.467
"732","dexamethasone","DTXSID3020384","NOEC",392.468,"ug/L","Zebra Danio","Fish",392.467
"733","dexamethasone","DTXSID3020384","NOEC",25000,"ug/L","Zebra Danio","Fish",392.467
"734","dexamethasone","DTXSID3020384","NOEC",39246.8,"ug/L","Zebra Danio","Fish",392.467
"735","dexamethasone","DTXSID3020384","NOEC",78493.5,"ug/L","Zebra Danio","Fish",392.467
"736","dexamethasone","DTXSID3020384","NOEC",1e+05,"ug/L","Zebra Danio","Fish",392.467
"737","dexamethasone","DTXSID3020384","NOEC",43.4,"ug/L","Fathead Minnow","Fish",392.467
"738","dexamethasone","DTXSID3020384","NOEC",254,"ug/L","Fathead Minnow","Fish",392.467
"739","dexamethasone","DTXSID3020384","NOEC",469,"ug/L","Fathead Minnow","Fish",392.467
"740","dexamethasone","DTXSID3020384","NOEC",1160,"ug/L","Fathead Minnow","Fish",392.467
"741","ofloxacin","DTXSID3041085","NOEC",10000,"ug/L","Fathead Minnow","Fish",361.373
"742","hydrocortisone","DTXSID7020714","NOEC",102,"ug/L","Fathead Minnow","Fish",362.466
"743","hydrocortisone","DTXSID7020714","NOEC",929,"ug/L","Fathead Minnow","Fish",362.466
"744","hydrocortisone","DTXSID7020714","NOEC",36246.6,"ug/L","Zebra Danio","Fish",362.466
"745","hydrocortisone","DTXSID7020714","NOEC",1e+05,"ug/L","Zebra Danio","Fish",362.466
"746","hydrocortisone","DTXSID7020714","NOEC",362466,"ug/L","Zebra Danio","Fish",362.466
"747","hydrocortisone","DTXSID7020714","NOEC",4000,"ug/L","Goldlined Sunbream","Fish",362.466
"748","hydrocortisone","DTXSID7020714","NOEC",16666.6666666667,"ug/L","Plaice, Sand Dab","Fish",362.466
"749","hydrocortisone","DTXSID7020714","NOEC",50000,"ug/L","Atlantic Salmon","Fish",362.466
"750","hydrocortisone","DTXSID7020714","NOEC",333.333333333333,"ug/L","Plaice, Sand Dab","Fish",362.466
"751","hydrocortisone","DTXSID7020714","NOEC",362.466,"ug/L","Zebra Danio","Fish",362.466
"752","hydrocortisone","DTXSID7020714","NOEC",2333.33333333333,"ug/L","Plaice, Sand Dab","Fish",362.466
"753","hydrocortisone","DTXSID7020714","NOEC",3624.66,"ug/L","Rainbow Trout","Fish",362.466
"754","hydrocortisone","DTXSID7020714","NOEC",36246.6,"ug/L","Lake Trout, Siscowet","Fish",362.466
"755","hydrocortisone","DTXSID7020714","NOEC",1e+05,"ug/L","Zebra Danio","Fish",362.466
"756","levonorgestrel","DTXSID3036496","NOEC",0.0187,"ug/L","Clawed Frog","Amphibians",312.453
"757","levonorgestrel","DTXSID3036496","NOEC",0.156,"ug/L","Clawed Frog","Amphibians",312.453
"758","cyclosporine","DTXSID0020365","NOEC",6013.15,"ug/L","Common Carp","Fish",1202.635
"759","cyclosporine","DTXSID0020365","NOEC",18039.4,"ug/L","Rainbow Trout","Fish",1202.635
"760","fluorouracil","DTXSID2020634","NOEC",100,"ug/L","Rat","Mammals",130.078
"761","fluorouracil","DTXSID2020634","NOEC",10,"ug/L","Rat","Mammals",130.078
"762","fluorouracil","DTXSID2020634","NOEC",100,"ug/L","Rat","Mammals",130.078
"763","ketoconazole","DTXSID7029879","NOEC",30000,"ug/L","Mouse","Mammals",531.43
